Quantity,Part Number,Part Reference,Value,Description,Manufacturer Name,Manufacturer Part Number,Assigned SKU,Assigned Manufacturer Part Number,Assigned Manufacturer Name,Design Risk Score,Market Availability,Reach Compliant,ROHS Compliant,Status,Price Range
1,CRCW0402200RFKEDHP,R15(200OHM),CRCW0402200RFKEDHP,Thick Film Resistors - SMD 0.2W 200ohms 1% High Power AEC-Q200,Vishay,CRCW0402200RFKEDHP,CRCW0402200RFKEDHP-1576256358,CRCW0402200RFKEDHP,"Vishay Intertechnology, Inc.",10,8,,,Active,$0.01152-$0.01581
1,RC0603JR-070RL,R17(0OHM),RC0603JR-070RL,"Yageo 0, 0603 (1608M) Thick Film SMD Resistor - RC0603JR-070RL",YAGEO,RC0603JR-070RL,RC0603JR-070RL-2025946942,RC0603JR-070RL,YAGEO Corp.,10,10,,,Active,$0.00380-$0.00534
1,ERJ-1GJF1000C,R18(100OHM),ERJ-1GJF1000C,"Series/Type: Precision Thick Film Chip Resistors, Power Rating (W): 0.05, Chip Size (LxW(EIA)) (mm): 0.6 x 0.3 (EIA:0201), Resistance Values (): 100, Resistance Tolerance (%): 1, T.C.R (10/K): +/-200",Panasonic,ERJ-1GJF1000C,ERJ1GJF1000C-145644403324,ERJ1GJF1000C,Panasonic Corporation,5,4,,,Active,$0.02154-$0.02294
1,RC0603JR-070RL,R19(0OHM),RC0603JR-070RL,"Yageo 0, 0603 (1608M) Thick Film SMD Resistor - RC0603JR-070RL",YAGEO,RC0603JR-070RL,RC0603JR-070RL-2025946942,RC0603JR-070RL,YAGEO Corp.,10,10,,,Active,$0.00380-$0.00534
1,CRCW0402200RFKEDHP,R21(200OHM),CRCW0402200RFKEDHP,Thick Film Resistors - SMD 0.2W 200ohms 1% High Power AEC-Q200,Vishay,CRCW0402200RFKEDHP,CRCW0402200RFKEDHP-1576256358,CRCW0402200RFKEDHP,"Vishay Intertechnology, Inc.",10,8,,,Active,$0.01152-$0.01581
1,P0603E50R0BBT,R23(50OHM),P0603E50R0BBT,Thin Film Resistors - SMD .125watts 50ohms .1% 25ppm,Vishay,P0603E50R0BBT,P0603E50R0BBT-8307368273,P0603E50R0BBT,"Vishay Intertechnology, Inc.",5,2,,,Active,$5.29000-$5.35210
1,RC0603JR-070RL,R24(0OHM),RC0603JR-070RL,"Yageo 0, 0603 (1608M) Thick Film SMD Resistor - RC0603JR-070RL",YAGEO,RC0603JR-070RL,RC0603JR-070RL-2025946942,RC0603JR-070RL,YAGEO Corp.,10,10,,,Active,$0.00380-$0.00534
1,ERJ-1GJF1000C,R25(100OHM)1,ERJ-1GJF1000C,"Series/Type: Precision Thick Film Chip Resistors, Power Rating (W): 0.05, Chip Size (LxW(EIA)) (mm): 0.6 x 0.3 (EIA:0201), Resistance Values (): 100, Resistance Tolerance (%): 1, T.C.R (10/K): +/-200",Panasonic,ERJ-1GJF1000C,ERJ1GJF1000C-145644403324,ERJ1GJF1000C,Panasonic Corporation,5,4,,,Active,$0.02154-$0.02294
1,RC0603JR-070RL,R26(0OHM),RC0603JR-070RL,"Yageo 0, 0603 (1608M) Thick Film SMD Resistor - RC0603JR-070RL",YAGEO,RC0603JR-070RL,RC0603JR-070RL-2025946942,RC0603JR-070RL,YAGEO Corp.,10,10,,,Active,$0.00380-$0.00534
1,,R60,200,,,,,,,,,,,,
1,,R61,20 k,,,,,,,,,,,,
1,,R62,100,,,,,,,,,,,,
1,,R63,200,,,,,,,,,,,,
1,,R73,200k,,,,,,,,,,,,
1,,R74,500,,,,,,,,,,,,
1,,R77,200,,,,,,,,,,,,
1,,R78,20 k,,,,,,,,,,,,
1,,R80,130,,,,,,,,,,,,
1,,R114,500,,,,,,,,,,,,
1,,R117,360,,,,,,,,,,,,
1,,R122,27,,,,,,,,,,,,
1,,R123,50,,,,,,,,,,,,
1,,R126,100,,,,,,,,,,,,
1,,R127,200,,,,,,,,,,,,
1,,R128,20k,,,,,,,,,,,,
1,,R129,200,,,,,,,,,,,,
1,,R136,5k,,,,,,,,,,,,
1,,R137,10,,,,,,,,,,,,
1,,R138,10,,,,,,,,,,,,
1,,R139,0,,,,,,,,,,,,
1,,R140,0,,,,,,,,,,,,
1,,R141,0,,,,,,,,,,,,
1,,R142,0,,,,,,,,,,,,
1,,R144,20,,,,,,,,,,,,
1,,R145,10,,,,,,,,,,,,
1,,R147,2k,,,,,,,,,,,,
1,,R148,200,,,,,,,,,,,,
1,,R149,130,,,,,,,,,,,,
1,,R150,18k,,,,,,,,,,,,
1,,R151,500,,,,,,,,,,,,
1,,R159,21.34G,,,,,,,,,,,,
1,,R160,360,,,,,,,,,,,,
1,,R161,500,,,,,,,,,,,,
1,,R162,27,,,,,,,,,,,,
1,,R163,20,,,,,,,,,,,,
1,,R165,200,,,,,,,,,,,,
1,,R166,9.9k,,,,,,,,,,,,
1,,R167,200,,,,,,,,,,,,
1,,R168,100,,,,,,,,,,,,
1,(130ohm)ERJUP6D1300V,R168(130OHM),ERJUP6D1300V,"Anti-Sulfurated Thick Film Chip Resistors/ Anti-Surge Type, Power Rating (W): 0.5, Chip Size (LxW(EIA)) (mm): 2.0 x 1.25 (EIA:0805), Resistance Values (?): 130, Resistance Tolerance (%): 0.5, T.C.R (10??/K): +/-100",,,,,,,,,,,
1,,R169,130,,,,,,,,,,,,
1,(130ohm)ERJUP6D1300V,R169(130OHM),ERJUP6D1300V,"Anti-Sulfurated Thick Film Chip Resistors/ Anti-Surge Type, Power Rating (W): 0.5, Chip Size (LxW(EIA)) (mm): 2.0 x 1.25 (EIA:0805), Resistance Values (?): 130, Resistance Tolerance (%): 0.5, T.C.R (10??/K): +/-100",,,,,,,,,,,
1,,R170,10.1k,,,,,,,,,,,,
1,,R171,9.9k,,,,,,,,,,,,
1,,R172,200,,,,,,,,,,,,
1,,R173,100,,,,,,,,,,,,
1,,R174,130,,,,,,,,,,,,
1,,R175,10.1k,,,,,,,,,,,,
1,,R176,21.34G,,,,,,,,,,,,
1,,R177,500,,,,,,,,,,,,
1,,R178,360,,,,,,,,,,,,
1,,R179,500,,,,,,,,,,,,
1,,R180,2k,,,,,,,,,,,,
1,,R181,200,,,,,,,,,,,,
1,,R182,27,,,,,,,,,,,,
1,,R183,20,,,,,,,,,,,,
1,,R184,130,,,,,,,,,,,,
1,,R186,18k,,,,,,,,,,,,
1,,R187,9.9k,,,,,,,,,,,,
1,,R188,200,,,,,,,,,,,,
1,,R189,200,,,,,,,,,,,,
1,,R190,100,,,,,,,,,,,,
1,,R191,130,,,,,,,,,,,,
1,,R192,10.1k,,,,,,,,,,,,
1,,R193,200,,,,,,,,,,,,
1,,R194,10,,,,,,,,,,,,
1,,R195,10,,,,,,,,,,,,
1,,R196,50,,,,,,,,,,,,
1,,T1(TRIGGER),RG11/U,,,,,,,,,,,,
1,3224W-1-203E,TRIMREGISTERR7(20KOHM),3224W-1-203E,"20k, SMD Trimmer Potentiometer 0.25W Top Adjust Bourns, 3224",Bourns,3224W-1-203E,3224W-1-203E-1912318729,3224W-1-203E,"Bourns, Inc.",10,8,,,Active,$3.56451-$3.92714
1,3224W-1-203E,TRIMREGISTERR14(20KOHM),3224W-1-203E,"20k, SMD Trimmer Potentiometer 0.25W Top Adjust Bourns, 3224",Bourns,3224W-1-203E,3224W-1-203E-1912318729,3224W-1-203E,"Bourns, Inc.",10,8,,,Active,$3.56451-$3.92714
1,3224W-1-203E,TRIMREGISTERR20(20KOHM),3224W-1-203E,"20k, SMD Trimmer Potentiometer 0.25W Top Adjust Bourns, 3224",Bourns,3224W-1-203E,3224W-1-203E-1912318729,3224W-1-203E,"Bourns, Inc.",10,8,,,Active,$3.56451-$3.92714
1,,U1,LM2940,,,,,,,,,,,,
1,,U3,LM2990,,,,,,,,,,,,
1,,U15,OPA277,,,,,,,,,,,,
1,,U16,TLV3604,,,,,,,,,,,,
1,,U45,OPA277,,,,,,,,,,,,
1,,U63,SMA_CON,,,,,,,,,,,,
1,,U70,OPA695,,,,,,,,,,,,
1,,U72,TLV3604,,,,,,,,,,,,
1,,U73,OPA277,,,,,,,,,,,,
1,,U74,R12_150B,,,,,,,,,,,,
1,MTAPD-06-013,U75,MTAPD-06-013,SENSOR PHOTODIODE 905NM TO46-2,Marktech Optoelectronics,MTAPD-06-013,MTAPD-06-013-8133550493,MTAPD-06-013,MARKTECH OPTOELECTRONICS,4,4,,,Active,$34.09346-$34.60350
1,,U76,OPA855,,,,,,,,,,,,
1,,U77,OPA695,,,,,,,,,,,,
1,,U78,OPAx277,,,,,,,,,,,,
1,,U79,TLV3604,,,,,,,,,,,,
1,,U80,OPAx277,,,,,,,,,,,,
1,,U81,TLV3604,,,,,,,,,,,,
1,,U82,OPAx277,,,,,,,,,,,,
1,,U83,OPA855,,,,,,,,,,,,
1,,U84,OPA695,,,,,,,,,,,,
1,,U85,OPAx277,,,,,,,,,,,,
1,,U86,TLV3604,,,,,,,,,,,,
1,,U87,OPAx277,,,,,,,,,,,,
1,MTAPD-06-013,U88,MTAPD-06-013,SENSOR PHOTODIODE 905NM TO46-2,Marktech Optoelectronics,MTAPD-06-013,MTAPD-06-013-8133550493,MTAPD-06-013,MARKTECH OPTOELECTRONICS,4,4,,,Active,$34.09346-$34.60350
1,TS7Y502KR32,VR1,TS7Y502KR32,"5 kOhms 0.5W, 1/2W Gull Wing Surface Mount Trimmer Potentiometer Cermet 1.0 Turn Top Adjustment",Vishay,TS7Y502KR32,,,,,,,,,
